Address,Latitude,Longitude,X,Y,Distance from center
NO ADDRESS,48.861776193376414,2.259870714297528,-433334.674999763,5490847.608682973,5793.962374748422
"Place de Colombie, 75016",48.86267240143736,2.26784980785619,-432734.674999763,5490847.608682973,5204.805471869277
"5 Avenue Rodin, 75116",48.86356806934333,2.2758292952566324,-432134.674999763,5490847.608682973,4618.441295502236
"27 Avenue d'Eylau, 75116",48.864463197027355,2.283809176286407,-431534.674999763,5490847.608682973,4036.0872141221594
"26 Rue de Lubeck, 75116",48.865357784422514,2.2917894507329737,-430934.674999763,5490847.608682973,3459.768778401293
"12 Avenue Marceau, 75008",48.86625183146188,2.2997701183837282,-430334.674999763,5490847.608682973,2893.095228297951
NO ADDRESS,48.86714533807861,2.307751179025993,-429734.674999763,5490847.608682973,2343.074902772076
"Allée Marcel Proust, 75008",48.86803830420583,2.3157326324470113,-429134.674999763,5490847.608682973,1824.828759089568
"24 Rue Royale, 75008",48.86893072977679,2.3237144784339687,-428534.674999763,5490847.608682973,1374.7727084868875
"19 Rue de la Paix, 75002",48.86982261472469,2.331696716773958,-427934.674999763,5490847.608682973,1081.665382639369
"98 Rue de Richelieu, 75002",48.870713958982805,2.339679347254023,-427334.674999763,5490847.608682973,1081.665382639369
"9 Rue du Faubourg Poissonnière, 75009",48.87160476248445,2.347662369661119,-426734.674999763,5490847.608682973,1374.7727084868875
NO ADDRESS,48.872495025162955,2.355645783782124,-426134.674999763,5490847.608682973,1824.828759089568
"89 Quai de Valmy, 75010",48.87338474695169,2.36362958940387,-425534.674999763,5490847.608682973,2343.074902772076
"17 Rue Jean Moinon, 75010",48.874273927784074,2.371613786313084,-424934.674999763,5490847.608682973,2893.095228297951
"17 Cité Jandelle, 75019",48.875162567593534,2.379598374296446,-424334.674999763,5490847.608682973,3459.768778401293
"28 Rue de la Villette, 75019",48.87605066631357,2.3875833531405517,-423734.674999763,5490847.608682973,4036.0872141221594
"16 Rue Henri Ribière, 75019",48.87693822387766,2.395568722631924,-423134.674999763,5490847.608682973,4618.441295502236
NO ADDRESS,48.87782524021937,2.403554482557033,-422534.674999763,5490847.608682973,5204.805471869277
NO ADDRESS,48.878711715272274,2.4115406327022417,-421934.674999763,5490847.608682973,5793.962374748422
"Chemin de Ceinture du Lac Inférieur, 75116",48.866783571663795,2.2626837231709245,-433034.674999763,5491367.223925244,5620.498198558633
"47 Avenue du Maréchal Fayolle, 75116",48.86767965261255,2.270663701582738,-432434.674999763,5491367.223925244,5046.781152378299
"27 Rue Émile Ménier, 75116",48.86857519329174,2.2786440738552995,-431834.674999763,5491367.223925244,4479.955356920517
"47 Rue Copernic, 75116",48.869470193634385,2.286624839776058,-431234.674999763,5491367.223925244,3923.009049186713
"28 Rue Dumont d'Urville, 75116",48.87036465357357,2.2946059991323757,-430634.674999763,5491367.223925244,3380.8283008755175
NO ADDRESS,48.87125857304237,2.302587551711558,-430034.674999763,5491367.223925244,2861.8176042509835
"26 Avenue Franklin Delano Roosevelt, 75008",48.87215195197393,2.3105694973008233,-429434.674999763,5491367.223925244,2381.1761799583073
"11B Rue Roquépine, 75008",48.87304479030139,2.318551835687337,-428834.674999763,5491367.223925244,1967.2315572908133
"72 Boulevard Haussmann, 75008",48.87393708795797,2.326534566658174,-428234.674999763,5491367.223925244,1670.3293088492576
"8 Avenue de Provence, 75009",48.874828844876895,2.334517690000346,-427634.674999763,5491367.223925244,1558.8457268122584
"4 Rue de Châteaudun, 75009",48.87572006099142,2.3425012055007888,-427034.674999763,5491367.223925244,1670.3293088492576
