Address,Latitude,Longitude,X,Y,Distance from center
NO ADDRESS,48.876610736234866,2.350485112946371,-426434.674999763,5491367.223925244,1967.2315572908133
"Paris, 75010",48.87750087054056,2.3584694121238843,-425834.674999763,5491367.223925244,2381.1761799583073
"162 Quai de Jemmapes, 75010",48.878390463841875,2.366454102820041,-425234.674999763,5491367.223925244,2861.8176042509835
"110Bis Avenue Simón Bolívar, 75019",48.87927951607221,2.374439184821502,-424634.674999763,5491367.223925244,3380.8283008755175
"Avenue de la Grotte, 75019",48.88016802716501,2.382424657914836,-424034.674999763,5491367.223925244,3923.009049186713
"10 Villa des Boërs, 75019",48.88105599705375,2.3904105218865483,-423434.674999763,5491367.223925244,4479.955356920517
NO ADDRESS,48.88194342567194,2.398396776523073,-422834.674999763,5491367.223925244,5046.781152378299
"7 Avenue des Marronniers, Le Pré-Saint-Gervais, 93310",48.88283031295312,2.406383421610758,-422234.674999763,5491367.223925244,5620.498198558633
"Route de la Muette à Neuilly, 75116",48.87179093314892,2.265497222930472,-432734.674999763,5491886.839167514,5507.2679252055295
"Route de la Porte Dauphine à la Porte des Sablons, 75116",48.872686886912796,2.2734780864269233,-432134.674999763,5491886.839167514,4956.813492557251
"58 Rue Pergolèse, 75116",48.8735823002925,2.2814593438030624,-431534.674999763,5491886.839167514,4419.275958796601
"12 Rue Chalgrin, 75116",48.874477173221045,2.2894409948462284,-430934.674999763,5491886.839167514,3899.999999999695
NO ADDRESS,48.875371505631506,2.297423039343714,-430334.674999763,5491886.839167514,3407.3450074798147
"22 Rue Laure Diebold, 75008",48.87626529745697,2.305405477082709,-429734.674999763,5491886.839167514,2954.657340538429
"2 Rue Mollien, 75008",48.87715854863056,2.3133883078503477,-429134.674999763,5491886.839167514,2563.201123594795
"Paris, 75008",48.87805125908544,2.3213715314336976,-428534.674999763,5491886.839167514,2264.9503305806993
"1 Rue de Milan, 75009",48.878943428754795,2.32935514761974,-427934.674999763,5491886.839167514,2099.999999999433
"6 Place Gustave Toudouze, 75009",48.87983505757188,2.337339156195395,-427334.674999763,5491886.839167514,2099.999999999433
NO ADDRESS,48.880726145469936,2.3453235569474953,-426734.674999763,5491886.839167514,2264.9503305806993
"5 Rue Ambroise Paré, 75010",48.88161669238227,2.353308349662822,-426134.674999763,5491886.839167514,2563.201123594795
"3 Rue Cail, 75010",48.88250669824222,2.36129353412807,-425534.674999763,5491886.839167514,2954.657340538429
"6 Place de la Bataille de Stalingrad, 75019",48.88339616298315,2.3692791101298605,-424934.674999763,5491886.839167514,3407.3450074798147
"2Bis Passage de la Moselle, 75019",48.884285086538476,2.3772650774547515,-424334.674999763,5491886.839167514,3899.999999999695
"21 Rue Georges Auric, 75019",48.8851734688416,2.3852514358892236,-423734.674999763,5491886.839167514,4419.275958796601
NO ADDRESS,48.88606130982604,2.393238185219687,-423134.674999763,5491886.839167514,4956.813492557251
"32 Rue du 14 Juillet, Le Pré-Saint-Gervais, 93310",48.886948609425275,2.401225325232469,-422534.674999763,5491886.839167514,5507.2679252055295
"Avenue du Mahatma Gandhi, 75116",48.875901910855184,2.2603298590872902,-433034.674999763,5492406.454409785,5992.495306631245
"6 Avenue du Mahatma Gandhi, 75116",48.876798277793256,2.268311213788662,-432434.674999763,5492406.454409785,5458.0216195978455
"Allée des Érables, 75116",48.877694104299565,2.276292962601301,-431834.674999763,5492406.454409785,4938.623289946044
"72 Boulevard Gouvion-Saint-Cyr, 75017",48.87858939030704,2.2842751053125387,-431234.674999763,5492406.454409785,4439.59457608434
NO ADDRESS,48.87948413574874,2.292257641709632,-430634.674999763,5492406.454409785,3968.6269665965697
"20 Rue Théodule Ribot, 75017",48.88037834055771,2.300240571579757,-430034.674999763,5492406.454409785,3536.947836765124
"3 Rue de Logelbach, 75017",48.88127200466704,2.3082238947100335,-429434.674999763,5492406.454409785,3160.6961258554243
"131 Rue des Dames, 75017",48.88216512800985,2.3162076108874876,-428834.674999763,5492406.454409785,2861.8176042503983
"4 Rue Abel Truchet, 75017",48.883057710519296,2.3241917198990927,-428234.674999763,5492406.454409785,2666.458325194206
"Promenade Roland Lesaffre, 75018",48.88394975212858,2.3321762215317423,-427634.674999763,5492406.454409785,2598.0762113528326
NO ADDRESS,48.88484125277093,2.340161115572243,-427034.674999763,5492406.454409785,2666.458325194206
NO ADDRESS,48.88573221237961,2.3481464018073614,-426434.674999763,5492406.454409785,2861.8176042503983
"5 Rue Cavé, 75018",48.886622630887906,2.3561320800237584,-425834.674999763,5492406.454409785,3160.6961258554243
"34 Esplanade Nathalie Sarraute, 75018",48.88751250822917,2.364118150008043,-425234.674999763,5492406.454409785,3536.947836765124
"14 Rue Suzanne Masson, 75019",48.888401844336734,2.3721046115467534,-424634.674999763,5492406.454409785,3968.6269665965697
"1 Quai de l'Oise, 75019",48.88929063914403,2.3800914644263362,-424034.674999763,5492406.454409785,4439.59457608434
"Paris, 75019",48.890178892584494,2.3880787084331807,-423434.674999763,5492406.454409785,4938.623289946044
NO ADDRESS,48.89106660459156,2.3960663433536062,-422834.674999763,5492406.454409785,5458.0216195978455
"63 Avenue Jean Lolive, Pantin, 93500",48.89195377509878,2.4040543689738505,-422234.674999763,5492406.454409785,5992.495306631245
"104 Rue Charles Laffitte, Neuilly-sur-Seine, 92200",48.880909365835805,2.263143455727893,-432734.674999763,5492926.069652055,5977.457653551177
"78 Avenue Charles de Gaulle, Neuilly-sur-Seine, 92200",48.88180560555824,2.271125695958089,-432134.674999763,5492926.069652055,5474.486277268174
"40 Avenue du Roule, Neuilly-sur-Seine, 92200",48.88270130473423,2.2791083303185418,-431534.674999763,5492926.069652055,4992.995093127725
"4 Avenue de la Porte de Villiers, 75017",48.88359646329677,2.2870913585964745,-430934.674999763,5492926.069652055,4539.8237851261965
NO ADDRESS,48.884491081178844,2.2950747805790743,-430334.674999763,5492926.069652055,4124.3181254599585
"1 Rue Alphonse de Neuville, 75017",48.88538515831354,2.3030585960534045,-429734.674999763,5492926.069652055,3758.9892258421737
"19Bis Rue Jouffroy d'Abbans, 75017",48.886278694633916,2.3110428048064917,-429134.674999763,5492926.069652055,3459.768778400884
"67 Rue Truffaut, 75017",48.8871716900731,2.3190274066252714,-428534.674999763,5492926.069652055,3244.996147917212
"15Bis Villa des Arts, 75018",48.888064144564275,2.327012401296622,-427934.674999763,5492926.069652055,3132.091952672773
"48 Rue Caulaincourt, 75018",48.88895605804059,2.334997788607333,-427334.674999763,5492926.069652055,3132.091952672773
NO ADDRESS,48.88984743043532,2.342983568344143,-426734.674999763,5492926.069652055,3244.996147917212
"46 Rue Marcadet, 75018",48.89073826168168,2.3509697402936887,-426134.674999763,5492926.069652055,3459.768778400884
"19 Rue de la Chapelle, 75018",48.891628551713,2.358956304242564,-425534.674999763,5492926.069652055,3758.9892258421737
"Paris, 75018",48.892518300462584,2.3669432599772713,-424934.674999763,5492926.069652055,4124.3181254599585
"105Bis Rue de l'Ourcq, 75019",48.8934075078638,2.3749306072842478,-424334.674999763,5492926.069652055,4539.8237851261965
"19 Rue Rouvet, 75019",48.89429617385006,2.382918345949855,-423734.674999763,5492926.069652055,4992.995093127725
NO ADDRESS,48.89518429835479,2.390906475760386,-423134.674999763,5492926.069652055,5474.486277268174
"Chemin de Halage, Pantin, 93500",48.89607188131145,2.3988949965020603,-422534.674999763,5492926.069652055,5977.457653551177
"45 Rue Pauline Borghèse, Neuilly-sur-Seine, 92200",48.88681291640531,2.2739406696514317,-431834.674999763,5493445.684894326,5556.077753235441
"31 Rue de Villiers, Neuilly-sur-Seine, 92200",48.887708488178255,2.2819241897913893,-431234.674999763,5493445.684894326,5117.616632769378
"14 Rue Jacques Ibert, Levallois-Perret, 92300",48.88860351922306,2.289908103867711,-430634.674999763,5493445.684894326,4714.870093650278
"24 Boulevard de Reims, 75017",48.889498009472725,2.2978924116674535,-430034.674999763,5493445.684894326,4357.751713899931
NO ADDRESS,48.89039195886031,2.305877112977619,-429434.674999763,5493445.684894326,4058.3247775403324
"Parc Clichy-Batignolles-Martin Luther King, 75017",48.89128536731892,2.313862207585124,-428834.674999763,5493445.684894326,3830.1436004408224
NO ADDRESS,48.89217823478164,2.321847695276816,-428234.674999763,5493445.684894326,3686.461718233052
NO ADDRESS,48.89307056118164,2.3298335758394724,-427634.674999763,5493445.684894326,3637.306695894338
NO ADDRESS,48.89396234645211,2.337819849059797,-427034.674999763,5493445.684894326,3686.461718233052
NO ADDRESS,48.894853590526274,2.345806514724422,-426434.674999763,5493445.684894326,3830.1436004408224
NO ADDRESS,48.89574429333738,2.3537935726199004,-425834.674999763,5493445.684894326,4058.3247775403324
NO ADDRESS,48.89663445481874,2.3617810225327207,-425234.674999763,5493445.684894326,4357.751713899931
NO ADDRESS,48.89752407490365,2.3697688642492967,-424634.674999763,5493445.684894326,4714.870093650278
NO ADDRESS,48.89841315352552,2.377757097555964,-424034.674999763,5493445.684894326,5117.616632769378
NO ADDRESS,48.8993016906177,2.385745722239007,-423434.674999763,5493445.684894326,5556.077753235441
NO ADDRESS,48.89182021029585,2.2767561350814796,-431534.674999763,5493965.300136597,5699.999999999844
NO ADDRESS,48.892715654593,2.284740541232708,-430934.674999763,5493965.300136597,5307.541803886072
NO ADDRESS,48.893610558047286,2.2927253413391475,-430334.674999763,5493965.300136597,4956.813492557312
NO ADDRESS,48.89450492059175,2.300710535187769,-429734.674999763,5493965.300136597,4657.2524088778155
NO ADDRESS,48.895398742159415,2.3086961225654696,-429134.674999763,5493965.300136597,4419.275958796668
NO ADDRESS,48.89629202268338,2.3166821032590685,-428534.674999763,5493965.300136597,4253.234063627137
NO ADDRESS,48.89718476209674,2.3246684770553334,-427934.674999763,5493965.300136597,4167.733196834727
NO ADDRESS,48.89807696033269,2.332655243740932,-427334.674999763,5493965.300136597,4167.733196834727
NO ADDRESS,48.89896861732438,2.340642403102482,-426734.674999763,5493965.300136597,4253.234063627137
NO ADDRESS,48.89985973300504,2.3486299549265097,-426134.674999763,5493965.300136597,4419.275958796668
NO ADDRESS,48.90075030730793,2.356617898999487,-425534.674999763,5493965.300136597,4657.2524088778155
NO ADDRESS,48.90164034016634,2.364606235107801,-424934.674999763,5493965.300136597,4956.813492557312
NO ADDRESS,48.90252983151358,2.3725949630377663,-424334.674999763,5493965.300136597,5307.541803886072
NO ADDRESS,48.90341878128303,2.380584082575642,-423734.674999763,5493965.300136597,5699.999999999844
NO ADDRESS,48.896827487191295,2.279572092461081,-431234.674999763,5494484.915378868,5901.694671871702
NO ADDRESS,48.89772280393985,2.2875573848554325,-430634.674999763,5494484.915378868,5556.077753235535
NO ADDRESS,48.89861757973083,2.295543071223812,-430034.674999763,5494484.915378868,5256.424640380458
NO ADDRESS,48.89951181449725,2.3035291513531058,-429434.674999763,5494484.915378868,5010.987926546903
NO ADDRESS,48.90040550817215,2.311515625030115,-428834.674999763,5494484.915378868,4828.043081829203
NO ADDRESS,48.90129866068861,2.3195024920415688,-428234.674999763,5494484.915378868,4714.870093650389
NO ADDRESS,48.902191271979724,2.327489752174131,-427634.674999763,5494484.915378868,4676.537180435844
NO ADDRESS,48.903083341978686,2.33547740521438,-427034.674999763,5494484.915378868,4714.870093650389
NO ADDRESS,48.90397487061865,2.3434654509488366,-426434.674999763,5494484.915378868,4828.043081829203
NO ADDRESS,48.90486585783284,2.35145388916394,-425834.674999763,5494484.915378868,5010.987926546903
NO ADDRESS,48.905756303554526,2.359442719646051,-425234.674999763,5494484.915378868,5256.424640380458
NO ADDRESS,48.906646207716975,2.3674319421814745,-424634.674999763,5494484.915378868,5556.077753235535
NO ADDRESS,48.90753557025352,2.3754215565564327,-424034.674999763,5494484.915378868,5901.694671871702
NO ADDRESS,48.90272993618019,2.290374720872606,-430334.674999763,5495004.530621138,5855.7663887829085
NO ADDRESS,48.90362458423503,2.2983612937348177,-429734.674999763,5495004.530621138,5604.462507680789
NO ADDRESS,48.904518691150564,2.30634826037666,-429134.674999763,5495004.530621138,5408.32691319595
NO ADDRESS,48.905412256859805,2.3143356205848233,-428534.674999763,5495004.530621138,5273.518749374049
NO ADDRESS,48.90630528129586,2.322323374145956,-427934.674999763,5495004.530621138,5204.8054718692065
NO ADDRESS,48.90719776439183,2.3303115208466187,-427334.674999763,5495004.530621138,5204.8054718692065
NO ADDRESS,48.90808970608087,2.3383000604732995,-426734.674999763,5495004.530621138,5273.518749374049
NO ADDRESS,48.90898110629615,2.346288992812419,-426134.674999763,5495004.530621138,5408.32691319595
NO ADDRESS,48.90987196497089,2.3542783176503272,-425534.674999763,5495004.530621138,5604.462507680789
NO ADDRESS,48.91076228203836,2.3622680347732885,-424934.674999763,5495004.530621138,5855.7663887829085
NO ADDRESS,48.90863157152122,2.301180009085375,-429434.674999763,5495524.145863409,5992.495306631506
NO ADDRESS,48.909525550512996,2.3091678624716994,-428834.674999763,5495524.145863409,5840.3767001795895
NO ADDRESS,48.91041898818372,2.3171561094429376,-428234.674999763,5495524.145863409,5747.173218200459
NO ADDRESS,48.91131188446646,2.325144749785648,-427634.674999763,5495524.145863409,5715.767664977349
NO ADDRESS,48.912204239294326,2.3331337832862817,-427034.674999763,5495524.145863409,5747.173218200459
NO ADDRESS,48.9130960526005,2.341123209731247,-426434.674999763,5495524.145863409,5840.3767001795895
NO ADDRESS,48.91398732431812,2.3491130289068605,-425834.674999763,5495524.145863409,5992.495306631506
